_id,user_id,company,industry,job_title,years_experience,accepting_requests
461,1357,Bennett and Sons,,Theme park manager,21,True
462,1364,"Grimes, Ortega and Foster",tech,"Engineer, production",12,True
463,1365,Miller Group,tech,Occupational hygienist,1,True
464,1370,Potts-Hendrix,tech,Nature conservation officer,5,False
465,1373,"Mccarthy, Ware and Baker",consulting,Scientific laboratory technician,23,True
466,1376,Garner PLC,finance,Chief Technology Officer,6,False
467,1377,Ward Inc,consulting,"Therapist, drama",18,True
468,1383,Mccarthy-Silva,tech,Microbiologist,9,True
469,1386,"Patterson, Martin and Woods",tech,Operations geologist,4,False
470,1387,Barton-Ibarra,consulting,"Engineer, structural",3,True
471,1392,"Butler, Stuart and Silva",,"Lecturer, further education",9,True
472,1393,Todd LLC,finance,Broadcast engineer,19,True
473,1396,Anderson PLC,finance,Investment analyst,11,True
474,1399,Harding PLC,,"Geneticist, molecular",21,True
475,1401,"Taylor, Sanchez and Reyes",tech,Database administrator,17,True
476,1404,"Moreno, Jones and Kelly",,"Loss adjuster, chartered",22,True
477,1407,Collins Group,consulting,"Radiographer, therapeutic",11,True
478,1409,Reed LLC,,"Engineer, materials",8,False
479,1411,Mann-Cain,consulting,"Psychologist, occupational",23,False
480,1415,Jackson-Pugh,finance,Press photographer,22,True
481,1422,Wong-Wells,finance,"Administrator, arts",23,False
482,1423,"Jensen, Hanson and Brown",,"Research officer, trade union",2,True
483,1424,"Silva, Fuentes and Thompson",finance,Advertising art director,15,True
484,1428,Thompson-Lee,finance,"Therapist, music",16,False
485,1431,Roberts PLC,finance,"Engineer, control and instrumentation",19,True
486,1432,Richardson-Rodriguez,consulting,Learning mentor,25,True
487,1433,Barrett LLC,,Medical illustrator,21,True
488,1437,"Bryant, Robbins and Williams",tech,Water quality scientist,5,True
489,1441,Guerrero Ltd,consulting,Field seismologist,13,True
490,1442,Vance Inc,finance,Race relations officer,25,True
491,1446,Dixon-Gilbert,tech,"Psychologist, prison and probation services",9,True
492,1452,"Richards, Davis and Ali",consulting,Graphic designer,19,True
493,1453,Livingston-Sharp,finance,Operational researcher,15,True
494,1457,"Orozco, Bright and Boyer",tech,Nature conservation officer,8,False
495,1458,Reeves Inc,,Dancer,6,True
496,1466,"Bowman, Delacruz and Le",,"Pharmacist, hospital",22,True
497,1467,Garcia and Sons,consulting,Pension scheme manager,9,False
498,1470,Garcia and Sons,tech,Museum education officer,12,True
499,1471,"Humphrey, Blair and Lewis",finance,Publishing copy,13,True
500,1475,Stewart-Nguyen,consulting,"Engineer, manufacturing systems",2,True
501,1476,"Rodriguez, Marshall and Johnson",consulting,"Civil engineer, contracting",4,False
502,1478,Porter-Jones,,Gaffer,24,True
503,1483,"Diaz, Avila and Haynes",finance,Contractor,10,True
504,1485,Garcia-Moody,finance,Clinical biochemist,20,True
505,1490,"Jordan, Hogan and Stewart",,Purchasing manager,17,True
506,1492,Farley-Stokes,tech,Curator,21,True
507,1493,Dixon-Martin,tech,Banker,8,False
508,1494,Martinez and Sons,tech,Paediatric nurse,19,True
509,1496,"Smith, Garcia and Boyd",tech,Broadcast journalist,18,False
510,1497,Torres-Ware,finance,"Education officer, community",20,True
511,1498,Johnson-Taylor,,Medical laboratory scientific officer,13,True
